"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc"
"0748019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.245
"0748020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,27,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,39.2,"$75,001 TO $100,000",87500.5,0,0,59.09
"0748022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,NA,"$75,001 TO $100,000",87500.5,0,0,35.105
"0748023C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.387
"0748024C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,26,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,38.821
"0749001C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87
"0749007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,59,35.78,"$75,001 TO $100,000",87500.5,0,0,57.874
"0749012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,56,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.92,"$15,001 TO $20,000",17500.5,1,0,23.517
"0749013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,59,35.78,"$75,001 TO $100,000",87500.5,0,0,40.469
"0749015C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,59,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$20,001 TO $25,000",22500.5,0,0,35.495
"0749016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,48,"8TH GRADE OR BELOW","SOME COLLEGE",1,0,35.78,NA,"$5,001 TO $10,000",7500.5,1,1,40.967
"0749017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$15,001 TO $20,000",17500.5,0,1,35.762
"0749022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,62.597
"0749023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,0,0,39.109
"0749024C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,2,36,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,49.963
"0750012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,31,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,50.487
"0750014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,33.42,"$100,001 TO $200,000",150000.5,0,0,48.146
"0750020C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,33.42,"$20,001 TO $25,000",22500.5,0,0,56.764
"0751002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,45,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,53.217
"0751004C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,32,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$15,001 TO $20,000",17500.5,0,0,40.682
"0751005C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,50,51,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,40.404
"0751006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,37.67,29.6,"$10,001 TO $15,000",12500.5,1,1,40.627
"0751007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,42,49,"9TH - 12TH GRADE","SOME COLLEGE",1,0,NA,35.63,"$30,001 TO $35,000",32500.5,0,1,36.052
"0751008C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.343
"0751009C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,55,56,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$5,001 TO $10,000",7500.5,1,0,44.535
"0751010C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,34.231
"0751011C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,29,40,"9TH - 12TH GRADE","BACHELOR'S DEGREE",1,0,63.43,35.63,"$20,001 TO $25,000",22500.5,0,0,40.479
"0751012C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.814
"0751013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,1,1,51.081
"0751014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,29.6,"$20,001 TO $25,000",22500.5,1,1,46.016
"0751015C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,1,40.271
"0751017C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.953
"0751018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,36,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,37.924
"0751019C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.145
"0751020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,1,31.884
"0751021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,51.311
"0751023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,44.084
"0751024C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,3,26,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,27.541
"0752001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.242
"0752003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$75,001 TO $100,000",87500.5,0,0,51.682
"0752004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,57.83,48.69,"$50,001 TO $75,000",62500.5,0,0,50.593
"0752005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"VOC/TECH PROGRAM","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,59.123
"0752007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$20,001 TO $25,000",22500.5,0,0,39.49
"0752008C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,64.89,NA,"$30,001 TO $35,000",32500.5,0,0,34.507
"0752009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,61.56,29.6,"$15,001 TO $20,000",17500.5,1,0,44.458
"0752010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,30,"BACHELOR'S DEGREE","VOC/TECH PROGRAM",0,1,57.83,64.89,"$40,001 TO $50,000",45000.5,0,0,45.48
"0752011C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,52.911
"0752012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,35.63,"$5,001 TO $10,000",7500.5,1,1,45.288
"0752013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,42,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","SOME COLLEGE",0,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,36.561
"0752016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,63.43,39.2,"$50,001 TO $75,000",62500.5,0,0,49.435
"0752017C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,29,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.18,"$100,001 TO $200,000",150000.5,0,0,50.468
"0752020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,38,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,37.67,"$30,001 TO $35,000",32500.5,0,0,45.62
"0752022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$50,001 TO $75,000",62500.5,0,0,23.314
"0752024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$20,001 TO $25,000",22500.5,1,1,34.799
"0753003C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,36,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,29.6,"$20,001 TO $25,000",22500.5,0,0,56.445
"0753006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,57.83,NA,"$15,001 TO $20,000",17500.5,1,0,46.143
"0753009C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,0,28.206
"0753012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,34.95,39.18,"$20,001 TO $25,000",22500.5,0,0,52.552
"0753013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,46.535
"0753014C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,44,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,47.067
"0753015C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.547
"0753016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,NA,"$10,001 TO $15,000",12500.5,1,1,40.467
"0753017C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,59,NA,"$50,001 TO $75,000",62500.5,0,0,53.649
"0753018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,33.42,33.42,"$50,001 TO $75,000",62500.5,0,0,49.496
"0753021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,35.63,"$35,001 TO $40,000",37500.5,0,0,36.66
"0753022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,33.42,33.42,"$50,001 TO $75,000",62500.5,0,0,33.33
"0753023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,41,"VOC/TECH PROGRAM","9TH - 12TH GRADE",1,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,49.164
"0753024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,36,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,62.87,"$100,001 TO $200,000",150000.5,0,0,58.775
"0753040C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,33.42,"$20,001 TO $25,000",22500.5,0,0,29.17
"0754002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,31,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,37.67,"$35,001 TO $40,000",37500.5,0,0,33.653
"0754003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"9TH - 12TH GRADE","VOC/TECH PROGRAM",1,1,NA,39.2,"$40,001 TO $50,000",45000.5,0,0,49.896
"0754004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,33.674
"0754005C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,28,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,1,40.972
"0754008C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72
"0754009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$20,001 TO $25,000",22500.5,1,0,36.516
"0754010C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,39.205
"0754011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,33.42,"$35,001 TO $40,000",37500.5,0,0,51.526
"0754012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,41,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,NA,"$40,001 TO $50,000",45000.5,0,0,55.696
"0754014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,28,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,43.882
"0754015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,33.42,"$25,001 TO $30,000",27500.5,0,0,54.25
"0754016C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,2,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,44.456
"0754017C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,56.219
"0754018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,36,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$5,001 TO $10,000",7500.5,1,1,27.547
"0754020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,38.18,"$15,001 TO $20,000",17500.5,1,0,27.699
"0754021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,40,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$15,001 TO $20,000",17500.5,1,0,50.228
"0754022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,40,36,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,NA,33.42,"$15,001 TO $20,000",17500.5,1,0,48.125
"0755002C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,32,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,33.42,29.6,"$35,001 TO $40,000",37500.5,0,0,31.19
"0755004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,46.091
"0755009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,55,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.92,"$35,001 TO $40,000",37500.5,0,0,45.632
"0755010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","MASTER'S DEGREE (MA, MS)",1,0,57.83,35.92,"$75,001 TO $100,000",87500.5,0,0,55.322
"0755014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$5,001 TO $10,000",7500.5,1,0,46.746
"0755017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,0,42.142
"0755018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,51,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,53.5,53.5,"$25,001 TO $30,000",27500.5,0,0,41.249
"0755021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,28,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,55.665
"0755022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$20,001 TO $25,000",22500.5,0,0,41.02
"0755023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,41,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,53.5,77.5,"$40,001 TO $50,000",45000.5,0,0,58.481
"0755024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,35.78,63.43,"$50,001 TO $75,000",62500.5,0,0,57.363
"0757002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,48.534
"0757003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,0,46.439
"0757004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,46.2
"0757005C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,3,40,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,33.42,NA,"$5,000 TO $5,000",5000,1,1,44.093
"0757006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,50,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,39.18,"$35,001 TO $40,000",37500.5,0,0,44.844
"0757007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,44,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,0,0,45.695
"0757009C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,34,39,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.2,"$15,001 TO $20,000",17500.5,1,1,39.334
"0757010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$25,001 TO $30,000",27500.5,1,1,19.891
"0757011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,32,36,"SOME COLLEGE","SOME COLLEGE",0,0,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,44.088
"0757012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,33.626
"0757013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,48,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$5,001 TO $10,000",7500.5,1,1,29.149
"0757014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,44,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,37.67,NA,"$10,001 TO $15,000",12500.5,1,1,33.705
"0757016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,25,31,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.2,"$20,001 TO $25,000",22500.5,1,0,52.274
"0757017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,42,"8TH GRADE OR BELOW","BACHELOR'S DEGREE",1,0,38.18,33.42,"$25,001 TO $30,000",27500.5,1,0,35.869
"0757018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,38,"9TH - 12TH GRADE","BACHELOR'S DEGREE",1,0,57.83,35.92,"$40,001 TO $50,000",45000.5,0,0,45.054
"0757019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,42.334
"0757020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,39,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,NA,48.378
"0757021C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,35.63,NA,"$5,000 TO $5,000",5000,1,1,28.49
"0757022C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$15,001 TO $20,000",17500.5,0,0,22.58
"0757023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,36,40,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,57.83,33.42,"$35,001 TO $40,000",37500.5,0,0,48.907
"0757024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,NA,"$40,001 TO $50,000",45000.5,0,0,53.084
"0758001C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,38,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$5,001 TO $10,000",7500.5,1,1,36.628
"0758003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,26,36,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,NA,"$5,000 TO $5,000",5000,1,1,23.942
"0758004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,38,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,63.43,"$25,001 TO $30,000",27500.5,1,0,44.821
"0758006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,35.63,"$30,001 TO $35,000",32500.5,0,1,42.426
"0758008C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,25,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,48.536
